Pickup_Point_ID,Regional,Province,Suburb,Waybill,Customer_ID,Order_Date,total_weight,total_courier_charge,total_Sales_amount,number_of_customers,number_of_orders
pup2755,Regional,KwaZulu-Natal,Waterfall,PAR4091102750,CUS1165,2022-03-24 00:00:00.000,1.00,73.83,91.00,1,1
pup2757,Regional,Mpumalanga,Witbank,PAR4068765771,CUS1776,2022-03-09 00:00:00.000,2.00,84.39,94.00,1,1
pup2761,Central,Western Cape,Paarl,PAR4091124792,CUS1215,2022-03-22 00:00:00.000,3.00,84.39,116.00,1,1
pup2762,Township,Gauteng,Liefde En Vrede,PAR4068756126,CUS1934,2022-03-31 00:00:00.000,2.00,84.39,109.00,1,1
pup2762,Township,Gauteng,Liefde En Vrede,PAR4068765791,CUS1937,2022-03-24 00:00:00.000,3.00,53.30,65.00,1,1
pup2763,Regional,Free State,Willows,PAR4091110767,CUS1751,2022-03-11 00:00:00.000,4.00,84.39,96.00,1,1
pup2763,Regional,Free State,Willows,PAR4091112686,CUS1703,2022-03-16 00:00:00.000,1.00,73.83,100.00,1,1
pup2768,Central,Western Cape,Sandbaai,PAR4091116590,CUS1729,2022-03-18 00:00:00.000,3.00,0.00,60.00,1,1
pup2769,Central,Western Cape,Table View,PAR4068771579,CUS1219,2022-03-25 00:00:00.000,2.00,0.00,60.00,1,1
pup2772,Regional,Western Cape,Gardens,PAR4068736860,CUS1180,2022-03-15 00:00:00.000,3.00,217.58,252.00,1,1
pup2773,Regional,Limpopo,Thohoyandou,PAR4068742893,CUS2108,2022-03-23 00:00:00.000,2.00,53.30,80.00,1,1
pup2774,Township,Free State,Helikonhoogte,PAR4091172371,CUS1559,2022-03-14 00:00:00.000,3.00,73.83,84.00,1,1
pup2775,Regional,Limpopo,Tzaneen,PAR4068737802,CUS1267,2022-03-16 00:00:00.000,2.00,84.39,121.00,1,1
pup2775,Regional,Limpopo,Tzaneen,PAR4091101263,CUS1095,2022-03-31 00:00:00.000,2.00,73.83,87.00,1,1
pup2778,Township,Western Cape,George,PAR4091150323,CUS1453,2022-03-17 00:00:00.000,28.00,127.20,170.00,1,1
pup2780,Central,Western Cape,Century City,PAR4091135928,CUS1315,2022-03-18 00:00:00.000,2.00,84.39,104.00,1,1
pup2781,Regional,Gauteng,Menlyn,PAR4068720900,CUS1904,2022-03-29 00:00:00.000,1.00,84.39,126.00,1,1
pup2782,Township,Western Cape,Somerset West,PAR4068741909,CUS2089,2022-03-17 00:00:00.000,2.00,84.39,113.00,1,1
pup2782,Township,Western Cape,Somerset West,PAR4091122493,CUS1539,2022-03-14 00:00:00.000,3.00,73.83,106.00,1,1
pup2782,Township,Western Cape,Somerset West,PAR4091180204,CUS1075,2022-03-31 00:00:00.000,1.00,84.39,118.00,1,1
pup2782,Township,Western Cape,Somerset West,PAR4091187021,CUS1715,2022-03-31 00:00:00.000,2.00,0.00,60.00,1,1
pup2783,Regional,Mpumalanga,West Acres,PAR4091186880,CUS2035,2022-03-28 00:00:00.000,2.00,53.30,66.00,1,1
pup2784,Central,Eastern Cape,Walmer,PAR4068709152,CUS1829,2022-03-23 00:00:00.000,3.00,84.39,118.00,1,1
pup2784,Central,Eastern Cape,Walmer,PAR4068721589,CUS1858,2022-03-10 00:00:00.000,1.00,73.83,81.00,1,1
pup2784,Central,Eastern Cape,Walmer,PAR4091105594,CUS1588,2022-03-10 00:00:00.000,2.00,53.30,72.00,1,1
pup2784,Central,Eastern Cape,Walmer,PAR4091113065,CUS1776,2022-03-29 00:00:00.000,3.00,53.30,72.00,1,1
pup2784,Central,Eastern Cape,Walmer,PAR4091115192,CUS1201,2022-03-28 00:00:00.000,2.00,53.30,74.00,1,1
pup2784,Central,Eastern Cape,Walmer,PAR4091176670,CUS1412,2022-03-24 00:00:00.000,1.00,84.39,105.00,1,1
pup2784,Central,Eastern Cape,Walmer,PAR4091197281,CUS1389,2022-03-22 00:00:00.000,3.00,0.00,0.00,1,1
pup2785,Regional,Gauteng,Pretoriuspark,PAR4068789641,CUS2129,2022-03-18 00:00:00.000,3.00,53.30,56.00,1,1
pup2786,Regional,Western Cape,V & A Waterfront,PAR4068717811,CUS1729,2022-03-30 00:00:00.000,4.00,217.58,314.00,1,1
pup2786,Regional,Western Cape,V & A Waterfront,PAR4068718871,CUS1964,2022-03-10 00:00:00.000,1.00,0.00,60.00,1,1
pup2786,Regional,Western Cape,V & A Waterfront,PAR4068747096,CUS1359,2022-03-15 00:00:00.000,2.00,84.39,113.00,1,1
pup2788,Regional,KwaZulu-Natal,Woodlands,PAR4091151951,CUS1066,2022-03-29 00:00:00.000,1.00,84.39,106.00,1,1
pup2788,Regional,KwaZulu-Natal,Woodlands,PAR4091186548,CUS2059,2022-03-24 00:00:00.000,4.00,84.39,112.00,1,1
pup2789,Central,Gauteng,Nieuw Muckleneuk,PAR4068775890,CUS2034,2022-03-15 00:00:00.000,2.00,84.39,91.00,1,1
pup2789,Central,Gauteng,Nieuw Muckleneuk,PAR4091152696,CUS1043,2022-03-29 00:00:00.000,1.00,42.16,54.00,1,1
pup2789,Central,Gauteng,Nieuw Muckleneuk,PAR4091192989,CUS1516,2022-03-22 00:00:00.000,4.00,0.00,60.00,1,1
pup2792,Regional,KwaZulu-Natal,Waterfall,PAR4068715173,CUS1839,2022-03-22 00:00:00.000,3.00,84.39,122.00,1,1
pup2795,Central,Gauteng,Sandton,PAR4091146228,CUS2030,2022-03-12 00:00:00.000,3.00,84.39,124.00,1,1
pup2796,Township,KwaZulu-Natal,La Lucia,PAR4091126199,CUS1536,2022-03-15 00:00:00.000,4.00,84.39,85.00,1,1
pup2798,Regional,Gauteng,Liefde En Vrede,PAR4091122384RR1,CUS1952,2022-03-14 00:00:00.000,2.00,0.00,60.00,1,1
pup2800,Central,KwaZulu-Natal,Ballito,PAR4091189375,CUS1487,2022-03-14 00:00:00.000,1.00,84.39,107.00,1,1
pup2801,Central,Western Cape,Sunningdale,PAR4091192176,CUS1711,2022-03-09 00:00:00.000,2.00,73.83,109.00,1,1
pup2804,Central,Gauteng,Aspen Hills,PAR4068793363,CUS1200,2022-03-18 00:00:00.000,3.00,0.00,60.00,1,1
pup2814,Regional,Gauteng,Menlyn,PAR4068796970,CUS1333,2022-03-09 00:00:00.000,2.00,42.16,57.00,1,1
pup2817,Central,KwaZulu-Natal,Ballito,PAR4068785061,CUS1139,2022-03-30 00:00:00.000,2.00,53.30,77.00,1,1
pup282,Township,Gauteng,Strubenvale,PAR4068768193,CUS1010,2022-03-09 00:00:00.000,1.00,42.16,48.00,1,1
pup2828,Township,Western Cape,Somerset West,PAR4068716686,CUS1833,2022-03-29 00:00:00.000,2.00,53.30,64.00,1,1
pup2829,Regional,Gauteng,Modderfontein,PAR4068789718,CUS1679,2022-03-25 00:00:00.000,2.00,53.30,69.00,1,1
pup2830,Regional,Eastern Cape,Walmer,PAR4068762288,CUS1875,2022-03-31 00:00:00.000,3.00,217.58,305.00,1,1
pup2830,Regional,Eastern Cape,Walmer,PAR4091127872,CUS1312,2022-03-22 00:00:00.000,5.00,0.00,60.00,1,1
pup2839,Regional,KwaZulu-Natal,Westville,PAR4068731635,CUS1181,2022-03-09 00:00:00.000,2.00,42.16,51.00,1,1
pup2841,Regional,Western Cape,Bellville,PAR4068791713,CUS1576,2022-03-30 00:00:00.000,2.00,53.30,59.00,1,1
pup2857,Regional,Gauteng,Liefde En Vrede,PAR4091119887,CUS1415,2022-03-22 00:00:00.000,4.00,73.83,75.00,1,1
pup2860,Township,Gauteng,Midrand,PAR4068758975,CUS1336,2022-03-24 00:00:00.000,2.00,53.30,72.00,1,1
pup2878,Township,Mpumalanga,Mkhuhlu,PAR4091165733,CUS1971,2022-03-10 00:00:00.000,2.00,84.39,90.00,1,1
pup2901,Regional,Western Cape,Wynberg,PAR4091172928,CUS1371,2022-03-28 00:00:00.000,3.00,84.39,121.00,1,1
pup2905,Central,Gauteng,Klipspruit,PAR4068788872,CUS1776,2022-03-30 00:00:00.000,6.00,73.83,108.00,1,1
pup2905,Central,Gauteng,Klipspruit,PAR4091150179,CUS1055,2022-03-15 00:00:00.000,3.00,0.00,60.00,1,1
pup2905,Central,Gauteng,Klipspruit,PAR4091158604,CUS1866,2022-03-17 00:00:00.000,3.00,73.83,89.00,1,1
pup2906,Township,Eastern Cape,East London,PAR4091118984,CUS2019,2022-03-16 00:00:00.000,8.00,84.39,95.00,1,1
pup2906,Township,Eastern Cape,East London,PAR4091125890,CUS2144,2022-03-18 00:00:00.000,2.00,0.00,60.00,1,1
pup2908,Regional,Mpumalanga,Nelspruit,PAR4091193836,CUS1272,2022-03-10 00:00:00.000,5.00,217.58,220.00,1,1
pup2970,Central,Western Cape,Lamberts Bay,PAR4091100516,CUS1064,2022-03-17 00:00:00.000,1.00,53.30,70.00,1,1
pup2987,Township,Gauteng,Mabopane,PAR4091120986,CUS1096,2022-03-24 00:00:00.000,2.00,84.39,106.00,1,1
pup2999,Regional,Western Cape,Philippi,PAR4068757997,CUS1776,2022-03-18 00:00:00.000,2.00,53.30,64.00,1,1
pup2999,Regional,Western Cape,Philippi,PAR4068777670,CUS1776,2022-03-23 00:00:00.000,2.00,53.30,78.00,1,1
pup3001,Regional,Gauteng,Richmond,PAR4068734602,CUS1449,2022-03-29 00:00:00.000,3.00,42.16,50.00,1,1
pup3012,Regional,Gauteng,Pretoria,PAR4091125314,CUS1473,2022-03-26 00:00:00.000,4.00,73.83,91.00,1,1
pup3012,Regional,Gauteng,Pretoria,PAR4091155530,CUS1167,2022-03-16 00:00:00.000,2.00,53.30,75.00,1,1
pup3012,Regional,Gauteng,Pretoria,PAR4091163359,CUS1930,2022-03-08 00:00:00.000,2.00,73.83,107.00,1,1
pup302,Township,Gauteng,Heilbron,PAR4068770658,CUS2001,2022-03-03 00:00:00.000,19.00,90.25,120.00,1,1
pup3045,Central,Free State,Bloemfontein,PAR4091138495,CUS1003,2022-03-15 00:00:00.000,1.00,42.16,45.00,1,1
pup3046,Regional,Eastern Cape,Hunters Retreat,PAR4068740402,CUS1878,2022-03-17 00:00:00.000,3.00,84.39,121.00,1,1
pup3048,Township,Eastern Cape,Grahamstown,PAR4068752905,CUS2055,2022-03-29 00:00:00.000,2.00,53.30,56.00,1,1
pup3049,Central,Eastern Cape,Jeffreys Bay,PAR4068700857,CUS2075,2022-03-30 00:00:00.000,2.00,84.39,116.00,1,1
pup3052,Regional,Eastern Cape,East London,PAR4091124846,CUS1192,2022-03-10 00:00:00.000,2.00,84.39,110.00,1,1
pup3054,Township,Eastern Cape,Idutywa,PAR4068784499,CUS1396,2022-03-28 00:00:00.000,2.00,0.00,60.00,1,1
pup3058,Township,Free State,Ficksburg,PAR4091147211,CUS1083,2022-03-17 00:00:00.000,3.00,84.39,104.00,1,1
pup3060,Regional,Free State,Kroonstad,PAR4068725056,CUS1614,2022-03-29 00:00:00.000,1.00,73.83,81.00,1,1
pup3060,Regional,Free State,Kroonstad,PAR4091118898,CUS1368,2022-03-10 00:00:00.000,4.00,84.39,115.00,1,1
pup3060,Regional,Free State,Kroonstad,PAR4091128302,CUS1250,2022-03-09 00:00:00.000,2.00,42.16,50.00,1,1
pup3060,Regional,Free State,Kroonstad,PAR4091186726,CUS1045,2022-03-09 00:00:00.000,2.00,42.16,63.00,1,1
pup3063,Township,Gauteng,Soshanguve,PAR4068745440,CUS1404,2022-03-17 00:00:00.000,2.00,84.39,118.00,1,1
pup3063,Township,Gauteng,Soshanguve,PAR4091118606,CUS1997,2022-03-11 00:00:00.000,11.00,0.00,60.00,1,1
pup3068,Regional,Gauteng,Orange Farm,PAR4068735293,CUS1557,2022-03-29 00:00:00.000,3.00,0.00,60.00,1,1
pup3069,Township,Gauteng,Heidelberg,PAR4068766224,CUS1501,2022-03-30 00:00:00.000,2.00,84.39,93.00,1,1
pup3069,Township,Gauteng,Heidelberg,PAR4091102250,CUS1979,2022-03-17 00:00:00.000,2.00,53.30,57.00,1,1
pup3072,Township,Gauteng,Liefde En Vrede,PAR4091131113,CUS1776,2022-03-09 00:00:00.000,3.00,42.16,50.00,1,1
pup3075,Central,Gauteng,Atteridgeville,PAR4068708596,CUS1846,2022-03-29 00:00:00.000,2.00,84.39,90.00,1,1
pup3075,Central,Gauteng,Atteridgeville,PAR4091164940,CUS1985,2022-03-10 00:00:00.000,2.00,217.58,285.00,1,1
pup3076,Township,Gauteng,Ferndale,PAR4091169971,CUS1500,2022-03-14 00:00:00.000,9.00,0.00,60.00,1,1
pup3076,Township,Gauteng,Ferndale,PAR4091170225,CUS1681,2022-03-14 00:00:00.000,5.00,0.00,60.00,1,1
pup3079,Regional,Gauteng,Modderfontein,PAR4091100633_S,CUS2093,2022-03-11 00:00:00.000,0.00,0.00,60.00,1,1
pup3079,Regional,Gauteng,Modderfontein,PAR4091109632,CUS2016,2022-03-15 00:00:00.000,2.00,0.00,60.00,1,1
pup3079,Regional,Gauteng,Modderfontein,PAR4091135218,CUS2179,2022-03-16 00:00:00.000,3.00,53.30,64.00,1,1
pup3080,Central,Gauteng,Soweto,PAR4091151055,CUS1079,2022-03-11 00:00:00.000,4.00,73.83,108.00,1,1
pup3081,Township,Gauteng,Sunnyside,PAR4091156603,CUS1424,2022-03-29 00:00:00.000,3.00,53.30,79.00,1,1
pup3086,Regional,Gauteng,Tembisa,PAR4091100395,CUS1476,2022-03-22 00:00:00.000,1.00,73.83,75.00,1,1
pup3086,Regional,Gauteng,Tembisa,PAR4091182444,CUS1776,2022-03-09 00:00:00.000,3.00,84.39,122.00,1,1
pup3089,Regional,Gauteng,Mamelodi,PAR4091153268,CUS2177,2022-03-19 00:00:00.000,3.00,73.83,102.00,1,1
pup3089,Regional,Gauteng,Mamelodi,PAR4091159976,CUS1080,2022-03-28 00:00:00.000,4.00,0.00,60.00,1,1
pup3092,Township,Gauteng,Florentia,PAR4068794042,CUS1765,2022-03-09 00:00:00.000,2.00,42.16,61.00,1,1
pup3094,Regional,Gauteng,Gleneagles,PAR4068702999,CUS1128,2022-03-31 00:00:00.000,2.00,73.83,91.00,1,1
pup3096,Regional,Gauteng,Brakpan,PAR4091151926,CUS2095,2022-03-24 00:00:00.000,2.00,217.58,228.00,1,1
pup3098,Central,Gauteng,Three Rivers,PAR4068744140,CUS1776,2022-03-15 00:00:00.000,4.00,84.39,97.00,1,1
pup3100,Regional,Gauteng,Krugersdorp,PAR4091118064,CUS1182,2022-03-23 00:00:00.000,2.00,73.83,93.00,1,1
pup3103,Regional,Gauteng,Cresta,PAR4091105114,CUS1392,2022-03-10 00:00:00.000,2.00,53.30,55.00,1,1
pup3104,Township,Gauteng,Centurion,PAR4068707257,CUS1657,2022-03-16 00:00:00.000,2.00,84.39,119.00,1,1
pup3104,Township,Gauteng,Centurion,PAR4091107847,CUS1370,2022-03-09 00:00:00.000,1.00,0.00,60.00,1,1
pup3108,Regional,Gauteng,Alexandra,PAR4068750899,CUS2185,2022-03-18 00:00:00.000,3.00,84.39,127.00,1,1
pup3108,Regional,Gauteng,Alexandra,PAR4091127635,CUS1776,2022-03-22 00:00:00.000,3.00,217.58,255.00,1,1
pup3109,Central,Gauteng,Dobsonville,PAR4068749674,CUS1861,2022-03-30 00:00:00.000,3.00,84.39,104.00,1,1
pup3109,Central,Gauteng,Dobsonville,PAR4091117493,CUS1321,2022-03-09 00:00:00.000,3.00,217.58,319.00,1,1
pup3112,Central,KwaZulu-Natal,Ladysmith,PAR4091118108,CUS1663,2022-03-17 00:00:00.000,3.00,84.39,95.00,1,1
pup3114,Township,KwaZulu-Natal,Matatiele,PAR4091190757,CUS1970,2022-03-31 00:00:00.000,1.00,53.30,77.00,1,1
pup3116,Regional,KwaZulu-Natal,Kokstad,PAR4068718434,CUS2059,2022-03-28 00:00:00.000,4.00,84.39,98.00,1,1
pup3117,Regional,Eastern Cape,Umtata,PAR4068766558,CUS2149,2022-03-15 00:00:00.000,2.00,53.30,71.00,1,1
pup3117,Regional,Eastern Cape,Umtata,PAR4068772607,CUS2181,2022-03-24 00:00:00.000,1.00,42.16,44.00,1,1
pup3117,Regional,Eastern Cape,Umtata,PAR4091132142,CUS1988,2022-03-09 00:00:00.000,2.00,42.16,61.00,1,1
pup3117,Regional,Eastern Cape,Umtata,PAR4091134738,CUS2164,2022-03-15 00:00:00.000,2.00,53.30,66.00,1,1
pup3117,Regional,Eastern Cape,Umtata,PAR4091178574,CUS1984,2022-03-29 00:00:00.000,3.00,53.30,71.00,1,1
pup3119,Central,KwaZulu-Natal,Durban,PAR4091175056,CUS1562,2022-03-28 00:00:00.000,2.00,73.83,102.00,1,1
pup3123,Regional,KwaZulu-Natal,Amanzimtoti,PAR4068740972,CUS1680,2022-03-18 00:00:00.000,2.00,53.30,54.00,1,1
pup3125,Central,KwaZulu-Natal,Richards Bay,PAR4068718017,CUS2150,2022-03-25 00:00:00.000,2.00,53.30,75.00,1,1
pup3127,Township,KwaZulu-Natal,Chatsworth,PAR4068732776,CUS2121,2022-03-22 00:00:00.000,1.00,84.39,88.00,1,1
pup3127,Township,KwaZulu-Natal,Chatsworth,PAR4091184994,CUS2016,2022-03-17 00:00:00.000,2.00,53.30,76.00,1,1
pup3128,Regional,KwaZulu-Natal,Ballito,PAR4091176506,CUS1895,2022-03-12 00:00:00.000,5.00,217.58,237.00,1,1
pup3129,Regional,KwaZulu-Natal,Bluff,PAR4091120339,CUS1269,2022-03-10 00:00:00.000,1.00,53.30,79.00,1,1
pup3129,Regional,KwaZulu-Natal,Bluff,PAR4091123061,CUS1776,2022-03-10 00:00:00.000,2.00,53.30,65.00,1,1
pup3129,Regional,KwaZulu-Natal,Bluff,PAR4091124550,CUS2170,2022-03-09 00:00:00.000,5.00,84.39,117.00,1,1
pup3129,Regional,KwaZulu-Natal,Bluff,PAR4091125323,CUS2021,2022-03-10 00:00:00.000,2.00,84.39,108.00,1,1
pup3129,Regional,KwaZulu-Natal,Bluff,PAR4091158719,CUS1188,2022-03-09 00:00:00.000,2.00,42.16,64.00,1,1
pup3133,Township,Limpopo,Phalaborwa,PAR4091105020,CUS2137,2022-03-10 00:00:00.000,5.00,84.39,118.00,1,1
pup3133,Township,Limpopo,Phalaborwa,PAR4091148613,CUS1298,2022-03-10 00:00:00.000,1.00,42.16,44.00,1,1
pup3134,Central,Limpopo,Louis Trichardt,PAR4091117622,CUS1090,2022-03-12 00:00:00.000,2.00,84.39,120.00,1,1
pup3135,Regional,Limpopo,Mokopane,PAR4091195345,CUS1774,2022-03-28 00:00:00.000,2.00,0.00,60.00,1,1
pup3140,Township,Limpopo,Tzaneen,PAR4068726965,CUS1414,2022-03-31 00:00:00.000,2.00,42.16,50.00,1,1
pup3140,Township,Limpopo,Tzaneen,PAR4091175254,CUS1395,2022-03-09 00:00:00.000,1.00,42.16,56.00,1,1
pup3141,Central,Limpopo,Thohoyandou,PAR4091124640,CUS2070,2022-03-10 00:00:00.000,4.00,84.39,97.00,1,1
pup3141,Central,Limpopo,Thohoyandou,PAR4091125384,CUS1756,2022-03-09 00:00:00.000,2.00,42.16,43.00,1,1
pup3142,Township,Limpopo,Polokwane,PAR4091127174,CUS1932,2022-03-09 00:00:00.000,2.00,53.30,57.00,1,1
pup3144,Regional,Mpumalanga,Secunda,PAR4068717573,CUS1207,2022-03-23 00:00:00.000,3.00,53.30,62.00,1,1
pup3145,Central,Mpumalanga,Hazyview,PAR4068773227,CUS1630,2022-03-29 00:00:00.000,3.00,0.00,60.00,1,1
pup3145,Central,Mpumalanga,Hazyview,PAR4068798049,CUS1397,2022-03-30 00:00:00.000,1.00,42.16,47.00,1,1
pup3145,Central,Mpumalanga,Hazyview,PAR4091159959,CUS1194,2022-03-15 00:00:00.000,2.00,0.00,60.00,1,1
pup3147,Township,Mpumalanga,Elukwatini,PAR4091162530,CUS2190,2022-03-10 00:00:00.000,1.00,84.39,125.00,1,1
pup3150,Central,Mpumalanga,Del Judor,PAR4068790979,CUS1364,2022-03-17 00:00:00.000,4.00,0.00,60.00,1,1
pup3151,Central,Mpumalanga,Middelburg,PAR4068719053,CUS1302,2022-03-25 00:00:00.000,2.00,53.30,67.00,1,1
pup3152,Regional,Mpumalanga,Nelspruit,PAR4068713596,CUS1956,2022-03-30 00:00:00.000,2.00,53.30,80.00,1,1
pup3153,Regional,Mpumalanga,Ermelo,PAR4091160426,CUS1776,2022-03-22 00:00:00.000,2.00,53.30,61.00,1,1
pup3154,Regional,Mpumalanga,Dwarsloop,PAR4068777290RRB1,CUS1060,2022-03-14 00:00:00.000,3.00,0.00,60.00,1,1
pup3154,Regional,Mpumalanga,Dwarsloop,PAR4091149226,CUS2070,2022-03-11 00:00:00.000,4.00,84.39,95.00,1,1
pup3155,Regional,Mpumalanga,Nelspruit,PAR4068708043,CUS1854,2022-03-31 00:00:00.000,2.00,84.39,89.00,1,1
pup3155,Regional,Mpumalanga,Nelspruit,PAR4068718567,CUS1546,2022-03-29 00:00:00.000,4.00,73.83,102.00,1,1
pup3155,Regional,Mpumalanga,Nelspruit,PAR4068788004,CUS1945,2022-03-25 00:00:00.000,1.00,73.83,97.00,1,1
pup3161,Central,North West,Moruleng,PAR4091191423,CUS2105,2022-03-31 00:00:00.000,5.00,73.83,77.00,1,1
pup3164,Township,North West,Lichtenburg,PAR4068702366,CUS1059,2022-03-31 00:00:00.000,1.00,53.30,65.00,1,1
pup3165,Central,North West,Zeerust,PAR4068753571,CUS1451,2022-03-18 00:00:00.000,3.00,0.00,60.00,1,1
pup3165,Central,North West,Zeerust,PAR4091121086,CUS2028,2022-03-09 00:00:00.000,2.00,53.30,78.00,1,1
pup3165,Central,North West,Zeerust,PAR4091141195,CUS1962,2022-03-24 00:00:00.000,2.00,53.30,78.00,1,1
pup3167,Township,North West,Brits,PAR4091137825,CUS1728,2022-03-10 00:00:00.000,1.00,73.83,88.00,1,1
pup3167,Township,North West,Brits,PAR4091151407,CUS1170,2022-03-14 00:00:00.000,5.00,0.00,60.00,1,1
pup3174,Central,Northern Cape,Springbok,PAR4068794563,CUS1443,2022-03-18 00:00:00.000,4.00,42.16,50.00,1,1
pup3179,Regional,Western Cape,Atlantis,PAR4068700826,CUS1278,2022-03-30 00:00:00.000,2.00,217.58,240.00,1,1
pup3179,Regional,Western Cape,Atlantis,PAR4068749516,CUS1776,2022-03-22 00:00:00.000,4.00,0.00,60.00,1,1
pup3179,Regional,Western Cape,Atlantis,PAR4091111895,CUS1990,2022-03-18 00:00:00.000,2.00,84.39,103.00,1,1
pup318,Regional,Northern Cape,Warrenton,PAR4091101758,CUS1310,2022-03-31 00:00:00.000,3.00,0.00,60.00,1,1
pup3182,Central,Western Cape,Bellville,PAR4091194093,CUS1902,2022-03-22 00:00:00.000,2.00,53.30,70.00,1,1
pup3186,Township,Western Cape,Kenilworth,PAR4068721116,CUS1892,2022-03-29 00:00:00.000,4.00,84.39,93.00,1,1
pup3186,Township,Western Cape,Kenilworth,PAR4068764546,CUS1942,2022-03-18 00:00:00.000,4.00,84.39,95.00,1,1
pup3186,Township,Western Cape,Kenilworth,PAR4091146690,CUS1388,2022-03-16 00:00:00.000,2.00,73.83,105.00,1,1
pup3192,Central,Western Cape,Claremont,PAR4068774555,CUS1058,2022-03-23 00:00:00.000,3.00,84.39,87.00,1,1
pup3193,Regional,Western Cape,Bridgetown,PAR4091129220,CUS1748,2022-03-15 00:00:00.000,2.00,53.30,67.00,1,1
pup3211,Regional,Gauteng,BARTLETTS,PAR4091132112,CUS1582,2022-03-10 00:00:00.000,6.00,84.39,124.00,1,1
pup3233,Central,Western Cape,Grassy Park,PAR4091184407,CUS2041,2022-03-15 00:00:00.000,2.00,0.00,60.00,1,1
pup3233,Central,Western Cape,Grassy Park,PAR4091193660,CUS1174,2022-03-09 00:00:00.000,4.00,84.39,109.00,1,1
pup3239,Regional,Free State,Phuthaditjhaba,PAR4068775814,CUS1905,2022-03-22 00:00:00.000,2.00,53.30,67.00,1,1
pup3239,Regional,Free State,Phuthaditjhaba,PAR4091185294,CUS1098,2022-03-10 00:00:00.000,9.00,53.30,64.00,1,1
pup3251,Central,Eastern Cape,Port Elizabeth,PAR4068785510,CUS1565,2022-03-22 00:00:00.000,3.00,84.39,103.00,1,1
pup3251,Central,Eastern Cape,Port Elizabeth,PAR4091152930,CUS1776,2022-03-22 00:00:00.000,4.00,0.00,60.00,1,1
pup3251,Central,Eastern Cape,Port Elizabeth,PAR4091154950,CUS1668,2022-03-09 00:00:00.000,1.00,42.16,54.00,1,1
pup3254,Township,Gauteng,Fourways,01PAR4091128594,nan,2022-03-10 00:00:00.000,0.00,0.00,60.00,1,1
pup3259,Regional,Western Cape,Paarl,PAR4091128174,CUS1653,2022-03-09 00:00:00.000,1.00,0.00,60.00,1,1
pup3261,Regional,Western Cape,Tokai,PAR4068732555,CUS2013,2022-03-26 00:00:00.000,4.00,84.39,108.00,1,1
pup3261,Regional,Western Cape,Tokai,PAR4068753118,CUS1665,2022-03-25 00:00:00.000,2.00,84.39,105.00,1,1
pup3265,Regional,Gauteng,Krugersdorp,PAR4068701948,CUS1579,2022-03-26 00:00:00.000,4.00,73.83,109.00,1,1
pup3267,Regional,KwaZulu-Natal,Umbogintwini,PAR4091125654,CUS2154,2022-03-22 00:00:00.000,5.00,0.00,60.00,1,1
pup3267,Regional,KwaZulu-Natal,Umbogintwini,PAR4091127336,CUS1701,2022-03-15 00:00:00.000,2.00,84.39,101.00,1,1
pup3267,Regional,KwaZulu-Natal,Umbogintwini,PAR4091162373,CUS2046,2022-03-25 00:00:00.000,2.00,73.83,110.00,1,1
pup3271,Township,Western Cape,Kenilworth,PAR4091132101,CUS1742,2022-03-31 00:00:00.000,3.00,73.83,82.00,1,1
pup3273,Regional,Gauteng,Meyersdal,PAR4068758953,CUS1402,2022-03-22 00:00:00.000,2.00,84.39,96.00,1,1
pup3273,Regional,Gauteng,Meyersdal,PAR4091148330,CUS1859,2022-03-09 00:00:00.000,8.00,42.16,48.00,1,1
pup3275,Central,KwaZulu-Natal,Pietermaritzburg,PAR4068764038,CUS2069,2022-03-26 00:00:00.000,5.00,84.39,100.00,1,1
pup3277,Central,North West,Potchefstroom,PAR4068749495,CUS1776,2022-03-31 00:00:00.000,2.00,53.30,67.00,1,1
pup3280,Central,Western Cape,Parow,PAR4068703041,CUS2037,2022-03-22 00:00:00.000,2.00,42.16,60.00,1,1
pup3281,Central,KwaZulu-Natal,Phoenix,PAR4091102176,CUS2193,2022-03-22 00:00:00.000,4.00,84.39,86.00,1,1
pup3281,Central,KwaZulu-Natal,Phoenix,PAR4091154491,CUS1280,2022-03-15 00:00:00.000,3.00,73.83,84.00,1,1
pup3288,Township,Western Cape,Athlone,PAR4091184899,CUS1633,2022-03-22 00:00:00.000,2.00,84.39,105.00,1,1
pup3288,Township,Western Cape,Athlone,PAR4091193587,CUS1670,2022-03-18 00:00:00.000,3.00,84.39,93.00,1,1
pup3289,Central,Eastern Cape,East London,PAR4068703381,CUS1525,2022-03-29 00:00:00.000,1.00,84.39,108.00,1,1
pup3289,Central,Eastern Cape,East London,PAR4091155352,CUS1434,2022-03-15 00:00:00.000,3.00,53.30,62.00,1,1
pup329,Regional,North West,Lichtenburg,PAR4091135790,CUS1595,2022-03-22 00:00:00.000,1.00,42.16,46.00,1,1
pup3292,Regional,KwaZulu-Natal,MADADENI,PAR4091160159,CUS1143,2022-03-17 00:00:00.000,3.00,73.83,82.00,1,1
pup3295,Central,Gauteng,Mamelodi,PAR4068751066,CUS1070,2022-03-26 00:00:00.000,4.00,84.39,100.00,1,1
pup3306,Regional,Eastern Cape,Vincent Park,PAR4068779980,CUS1285,2022-03-28 00:00:00.000,1.00,53.30,69.00,1,1
pup3334,Regional,Mpumalanga,Witbank,PAR4091176902,CUS1771,2022-03-10 00:00:00.000,3.00,0.00,60.00,1,1
